state_2001,district_2001,state_2011,district_2011,n_2011_districts_from_2001,n_2001_districts_into_2011,relationship_type,change_usable,harmonization_method,status,source_url
Andaman and Nicobar Islands,Andamans,Andaman and Nicobar Islands,North & Middle Andaman,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andaman and Nicobar Islands,Andamans,Andaman and Nicobar Islands,South Andaman,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andaman and Nicobar Islands,Nicobars,Andaman and Nicobar Islands,Nicobar,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Anantapur,Andhra Pradesh,Anantapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Chittoor,Andhra Pradesh,Chittoor,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Cuddapah,Andhra Pradesh,Y.S.R.,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Krishna,Andhra Pradesh,Krishna,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Medak,Andhra Pradesh,Medak,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Nellore,Andhra Pradesh,Sri Potti Sriramulu Nellore,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Prakasam,Andhra Pradesh,Prakasam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddy,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Srikakulam,Andhra Pradesh,Srikakulam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Visakhapatnam,Andhra Pradesh,Visakhapatnam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Vizianagaram,Andhra Pradesh,Vizianagaram,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Andhra Pradesh,West Godavari,Andhra Pradesh,West Godavari,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Changlang,Arunachal Pradesh,Changlang,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,Dibang Valley,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,East Siang,Arunachal Pradesh,East Siang,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Lohit,Arunachal Pradesh,Anjaw,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Lohit,Arunachal Pradesh,Lohit,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Lower Subansiri,Arunachal Pradesh,Kurung Kumey,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Lower Subansiri,Arunachal Pradesh,Lower Subansiri,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Papum Pare,Arunachal Pradesh,Papum Pare,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Tirap,Arunachal Pradesh,Tirap,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,West Kameng,Arunachal Pradesh,West Kameng,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Arunachal Pradesh,West Siang,Arunachal Pradesh,West Siang,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Barpeta,Assam,Baksa,2,4,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Barpeta,Assam,Barpeta,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Bongaigaon,Assam,Bongaigaon,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Bongaigaon,Assam,Chirang,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Cachar,Assam,Cachar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Darrang,Assam,Baksa,3,4,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Darrang,Assam,Darrang,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Darrang,Assam,Udalguri,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Dhemaji,Assam,Dhemaji,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Dhuburi,Assam,Dhubri,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Dibrugarh,Assam,Dibrugarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Goalpara,Assam,Goalpara,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Golaghat,Assam,Golaghat,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Hailakandi,Assam,Hailakandi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Jorhat,Assam,Jorhat,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Kamrup,Assam,Baksa,3,4,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Kamrup,Assam,Kamrup,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Kamrup,Assam,Kamrup Metropolitan,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Karbi Anglong,Assam,Karbi Anglong,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Karimganj,Assam,Karimganj,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Kokrajhar,Assam,Chirang,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Kokrajhar,Assam,Kokrajhar,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Lakhimpur,Assam,Lakhimpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Marigaon,Assam,Morigaon,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Nagaon,Assam,Nagaon,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Nalbari,Assam,Baksa,2,4,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Nalbari,Assam,Nalbari,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,North Cachar Hills,Assam,Dima Hasao,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Sibsagar,Assam,Sivasagar,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Sonitpur,Assam,Sonitpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Assam,Tinsukia,Assam,Tinsukia,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Araria,Bihar,Araria,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Aurangabad,Bihar,Aurangabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Banka,Bihar,Banka,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Begusarai,Bihar,Begusarai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Bhagalpur,Bihar,Bhagalpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Bhojpur,Bihar,Bhojpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Buxar,Bihar,Buxar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Darbhanga,Bihar,Darbhanga,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Gaya,Bihar,Gaya,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Gopalganj,Bihar,Gopalganj,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Jamui,Bihar,Jamui,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Jehanabad,Bihar,Arwal,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Jehanabad,Bihar,Jehanabad,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Kaimur (Bhabua),Bihar,Kaimur (Bhabua),1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Katihar,Bihar,Katihar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Khagaria,Bihar,Khagaria,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Kishanganj,Bihar,Kishanganj,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Lakhisarai,Bihar,Lakhisarai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Madhepura,Bihar,Madhepura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Madhubani,Bihar,Madhubani,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Munger,Bihar,Munger,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Muzaffarpur,Bihar,Muzaffarpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Nalanda,Bihar,Nalanda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Nawada,Bihar,Nawada,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Pashchim Champaran,Bihar,Pashchim Champaran,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Patna,Bihar,Patna,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Purba Champaran,Bihar,Purba Champaran,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Purnia,Bihar,Purnia,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Rohtas,Bihar,Rohtas,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Saharsa,Bihar,Saharsa,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Samastipur,Bihar,Samastipur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Saran,Bihar,Saran,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Sheikhpura,Bihar,Sheikhpura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Sheohar,Bihar,Sheohar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Sitamarhi,Bihar,Sitamarhi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Siwan,Bihar,Siwan,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Supaul,Bihar,Supaul,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Bihar,Vaishali,Bihar,Vaishali,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chandigarh,Chandigarh,Chandigarh,Chandigarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Bastar,Chhattisgarh,Bastar,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Bastar,Chhattisgarh,Narayanpur,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Bilaspur,Chhattisgarh,Bilaspur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Dantewada,Chhattisgarh,Bijapur,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Dantewada,Chhattisgarh,Dakshin Bastar Dantewada,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Chhattisgarh,Dhamtari,Chhattisgarh,Dhamtari,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
